673.921076,0.117647059
683.6632024,0.166463029
697.4717298,0.247046517
702.6306928,0.419240709
701.5599405,0.595676137
692.1053938,0.671594265
671.5157902,0.795862487
654.1963149,0.938594224
646.1685427,1.113955206
641.1856229,1.292087128
631.8170375,1.491001108
638.3450603,1.695852818
641.4929527,1.903673394
644.6259262,2.081805316
646.7429212,2.256968373
646.8339266,2.438069161
646.8995698,2.568699237
645.016802,2.859648043
643.1012124,3.085281811
641.1587689,3.257476003
639.2282604,3.453421117
637.2649304,3.584051194
632.3506376,3.898750923
628.4180099,4.148135614
624.474939,4.376738248
618.5357164,4.670655919
612.5845586,4.940822668
608.6116498,5.110047994
603.6346976,5.300055378
598.6532697,5.481156165
593.6688581,5.656319222
589.6735709,5.781011568
585.6738081,5.896797317
586.4247709,6
589.8593231,6.14717163
599.7571323,6.328470342
606.7311958,6.485622282
615.7126368,6.645375514
623.9049074,6.795373903
631.0807916,6.963807531
641.6192456,7.111063254
650.8809121,7.282597697
658.9059726,7.423783739
667.632279,7.602941176
672.7165238,7.720588235
677.8007685,7.838235294
